date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:51:41	75014/75014	---M--	200	added ('OK')	image/png	etag:%2250206c262a75471479d614d7516256a8-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/showcase/showcase-4.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/showcase/showcase-4.png	(from https://saaslyn-merge-html.netlify.app/index-5)
13:51:42	23883/23883	---M--	200	added ('OK')	image/png	etag:%22f72b8db2532bc65b8ebbd0d90e7eca66-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/showcase/showcase-5.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/showcase/showcase-5.png	(from https://saaslyn-merge-html.netlify.app/index-5)
13:51:43	89914/89914	---M--	200	added ('OK')	image/png	etag:%22ae82d9f608818add7b0401263e872257-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/testimonial/testimonial-1.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/testimonial/testimonial-1.png	(from https://saaslyn-merge-html.netlify.app/index-5)
13:51:44	107973/107973	---M--	200	added ('OK')	image/png	etag:%220e513badd74fd0b98e375725bc1315ba-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/testimonial/testimonial-2.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/testimonial/testimonial-2.png	(from https://saaslyn-merge-html.netlify.app/index-5)
13:51:45	137478/137478	---M--	200	added ('OK')	image/png	etag:%22f7dd492a15c4c1d97714f8e76155a9fe-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/testimonial/testimonial-3.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/testimonial/testimonial-3.png	(from https://saaslyn-merge-html.netlify.app/index-5)
13:51:46	23615/23615	---M--	200	added ('OK')	image/png	etag:%22b7b4d617a6bd01837db931f88ff69324-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/shapes/testimonial-vector-bg.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/shapes/testimonial-vector-bg.png	(from https://saaslyn-merge-html.netlify.app/index-5)
13:51:47	61449/61449	---M--	200	added ('OK')	image/png	etag:%22c540cab3704e5ab9c6b3a96e217adebb-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/shapes/pattern-bg.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/shapes/pattern-bg.png	(from https://saaslyn-merge-html.netlify.app/index-5)
13:51:48	6363/6363	---M--	200	added ('OK')	image/png	etag:%2293ab81196302721c6b58d6643df2ea35-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/hero/play-video.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/hero/play-video.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:51:50	77929/77929	---M--	200	added ('OK')	image/png	etag:%22395379ad7de0fa28633cc084fa4b22d0-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/hero/hero-thumb-1.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/hero/hero-thumb-1.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:51:51	48530/48530	---M--	200	added ('OK')	image/png	etag:%2258683d8ab25b6495931487883bbe0615-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/hero/hero-thumb-2.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/hero/hero-thumb-2.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:51:51	2326/2326	---M--	200	added ('OK')	image/png	etag:%22393dc7498afa67555c7233f71a02763a-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/hero/star.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/hero/star.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:51:52	5386/5386	---M--	200	added ('OK')	image/png	etag:%2282f196911af132ec3f1e709f0867ee15-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/brand/brand-1.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/brand/brand-1.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:51:53	4197/4197	---M--	200	added ('OK')	image/png	etag:%221716c2a563cbed9cf63fc9f8e5d35349-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/brand/brand-2.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/brand/brand-2.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:51:54	4646/4646	---M--	200	added ('OK')	image/png	etag:%2269d931158d2924b4fb302093c718b652-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/brand/brand-3.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/brand/brand-3.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:51:55	4853/4853	---M--	200	added ('OK')	image/png	etag:%22e3a87f3c98c968ab3874000e4eca3bb9-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/brand/brand-4.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/brand/brand-4.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:51:56	5737/5737	---M--	200	added ('OK')	image/png	etag:%22d9742a77ba05b0bdde5c69f533296fdd-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/brand/brand-5.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/brand/brand-5.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:51:57	3180/3180	---M--	200	added ('OK')	image/png	etag:%22af43045b8667944b060317c9e99a808c-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/brand/brand-6.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/brand/brand-6.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:51:59	21697/21697	---M--	200	added ('OK')	image/png	etag:%225e0c795109f7e0c64683baa04060b3aa-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/about/shape.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/about/shape.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:00	74629/74629	---M--	200	added ('OK')	image/png	etag:%22415069bdf59c65841576220f5603b902-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/about/about-thumb-1.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/about/about-thumb-1.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:01	102728/102728	---M--	200	added ('OK')	image/png	etag:%229e2ae7a5829c4c395a06636e852cef6a-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/about/about-thumb-2.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/about/about-thumb-2.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:01	4850/4850	---M--	200	added ('OK')	image/png	etag:%227dc42d500c17fac5f6e9549796457c19-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/about/avatar-1.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/about/avatar-1.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:02	4497/4497	---M--	200	added ('OK')	image/png	etag:%229d08a940b47ec506d50fe1c412fad016-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/about/avatar-2.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/about/avatar-2.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:03	4896/4896	---M--	200	added ('OK')	image/png	etag:%22fd6aa874caccc477fbb06166bbc5bba6-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/about/avatar-3.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/about/avatar-3.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:04	4757/4757	---M--	200	added ('OK')	image/png	etag:%2227ba52fce198addd73f1998a70b6ac27-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/about/avatar-4.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/about/avatar-4.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:06	4420/4420	---M--	200	added ('OK')	image/png	etag:%22a825f8c9425b3599103fc9e0a566d450-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/system-5-item-bg.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/system-5-item-bg.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:07	2695619/2695619	---M--	200	added ('OK')	image/png	etag:%22dbd796a87d85e526ae0664d7a5459ea5-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/hero/hero-bg.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/hero/hero-bg.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:07	6683/6683	---M--	200	added ('OK')	image/png	etag:%22691eb377c2185d332d5fde1412a938ed-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/custom-img-5-bg.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/custom-img-5-bg.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:09	152702/152702	---M--	200	added ('OK')	image/png	etag:%22a626d9db8758341379ad7b27610b2ee8-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/custom-img-5-1.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/custom-img-5-1.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:12	1201202/1201202	---M--	200	added ('OK')	image/png	etag:%2249cc7da36a5a3a39849cf0a1af340857-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-bg.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-bg.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:12	60682/60682	---M--	200	added ('OK')	image/png	etag:%22059a64c07f54ed590084fa858d6dcb5b-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-item-1.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-item-1.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:13	78584/78584	---M--	200	added ('OK')	image/png	etag:%2237055a0eab73f5382acba6ef116a3c12-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-item-2.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-item-2.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:14	97121/97121	---M--	200	added ('OK')	image/png	etag:%2220b8348a92e16d04a26e99e970c5090c-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-item-3.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-item-3.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:15	120449/120449	---M--	200	added ('OK')	image/png	etag:%2234bd73a693966c53e57d3f3194c7d8ed-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-item-4.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-item-4.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:15	2580670/2580670	---M--	200	added ('OK')	image/png	etag:%2225b7e8bb488768058b4b5a0c095392d4-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/system-5-bg.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/system-5-bg.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:16	82471/82471	---M--	200	added ('OK')	image/png	etag:%22af7e104ce5e18b2b4dab61f8b310bc97-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-item-5.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-item-5.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:18	1254287/1254287	---M--	200	added ('OK')	image/png	etag:%2251a1b36f2f3dafda37a20b9e3f47561e-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-shape.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-shape.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:18	48458/48458	---M--	200	added ('OK')	image/png	etag:%22e8a1737be11237a6695ca7e9a4ada00c-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-item-6.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/ai-image-5-item-6.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:19	6701/6701	---M--	200	added ('OK')	image/png	etag:%228cff8792840c454edea21d715c69e5df-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/pricing-item-bg.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/pricing-item-bg.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:21	79354/79354	---M--	200	added ('OK')	image/png	etag:%22e005751ba4cdd668c7e591427808b326-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/testimonial-item-bg.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/testimonial-item-bg.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:21	14124/14124	---M--	200	added ('OK')	image/png	etag:%2200e8e21d5671d5ab4e63cdd29a72f20f-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/testimonial-author-1.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/testimonial-author-1.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:22	13122/13122	---M--	200	added ('OK')	image/png	etag:%22ad38da5222e65f3bce9ed483be92c68e-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/testimonial-author-2.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/testimonial-author-2.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:23	14513/14513	---M--	200	added ('OK')	image/png	etag:%22c4860b8375d3f59f6ea7d1f2eb6c1794-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/testimonial-author-3.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/testimonial-author-3.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:25	168391/168391	---M--	200	added ('OK')	image/png	etag:%2232a0304d2a0fbe6ab34a8e66e1144df6-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/faq-bg.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/faq-bg.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:26	1369404/1369404	---M--	200	added ('OK')	image/png	etag:%22826ef1f7918a136d20b9948a5fdb8159-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/pricing-bg.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/pricing-bg.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:26	38904/38904	---M--	200	added ('OK')	image/png	etag:%22a415cbf06d5ea58371e79d5a8a7b7b45-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/faq-item-bg.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/faq-item-bg.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:27	49728/49728	---M--	200	added ('OK')	image/png	etag:%228c19aba75699ad77a700771cde95c210-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/cta-bg.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/cta-bg.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:28	6300/6300	---M-Z	200	added ('OK')	image/svg+xml	etag:%22798f95fbc3262addbde4b61647b63ae0-ssl-df%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/powerai-text.svg	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/powerai-text.svg	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:29	12795/12795	---M-Z	200	added ('OK')	text/css	etag:%22cca1490be321be70f96d3dfda16975bc-ssl-df%22	https://saaslyn-merge-html.netlify.app/assets/css/new-css/jquery.fancybox.min.css	./site-copy/saaslyn-merge-html.netlify.app/assets/css/new-css/jquery.fancybox.min.css	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:30	9830/9830	---M-Z	200	added ('OK')	text/css	etag:%22fd867e3a8ebb4439447daa54abe2ff0f-ssl-df%22	https://saaslyn-merge-html.netlify.app/assets/css/new-css/dropzone.min.css	./site-copy/saaslyn-merge-html.netlify.app/assets/css/new-css/dropzone.min.css	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:31	65638/65638	---M-Z	200	added ('OK')	text/css	etag:%22b0302e0a39114454149eff5e2c75402b-ssl-df%22	https://saaslyn-merge-html.netlify.app/assets/css/new-css/bootstrap-icons.css	./site-copy/saaslyn-merge-html.netlify.app/assets/css/new-css/bootstrap-icons.css	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:32	59122/59122	---M-Z	200	added ('OK')	text/css	etag:%22bc9a10532d998762ae5c5f268454ce97-ssl-df%22	https://saaslyn-merge-html.netlify.app/assets/css/new-css/animate.css	./site-copy/saaslyn-merge-html.netlify.app/assets/css/new-css/animate.css	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:33	15561/15561	---M-Z	200	added ('OK')	text/css	etag:%221287e1b8750c0857733a3e77bfdcfd4d-ssl-df%22	https://saaslyn-merge-html.netlify.app/assets/css/new-css/swiper-bundle.min.css	./site-copy/saaslyn-merge-html.netlify.app/assets/css/new-css/swiper-bundle.min.css	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:35	154875/154875	---M-Z	200	added ('OK')	text/css	etag:%2253eac037065d33c2413e64f162a441da-ssl-df%22	https://saaslyn-merge-html.netlify.app/assets/css/new-css/bootstrap.min.css	./site-copy/saaslyn-merge-html.netlify.app/assets/css/new-css/bootstrap.min.css	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:36	170772/170772	---M-Z	200	added ('OK')	text/css	etag:%22518fbe71629bdd9ae838a5c7a8f97cbc-ssl-df%22	https://saaslyn-merge-html.netlify.app/assets/css/new-css/style.css	./site-copy/saaslyn-merge-html.netlify.app/assets/css/new-css/style.css	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:36	16038/16038	---M-Z	200	added ('OK')	text/css	etag:%22dd9d5d3b158eb6098fbd27522f36cff4-ssl-df%22	https://saaslyn-merge-html.netlify.app/assets/css/new-css/responsive.css	./site-copy/saaslyn-merge-html.netlify.app/assets/css/new-css/responsive.css	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:37	50207/50207	---M-Z	200	added ('OK')	text/html	etag:%22d1b7bb5dc30a05cf91db2df8e892dd5c-ssl-df%22	https://saaslyn-merge-html.netlify.app/about-us	./site-copy/saaslyn-merge-html.netlify.app/about-us.html	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:38	104244/104244	---M-Z	200	added ('OK')	text/html	etag:%22be81397a6a43a31525c28d85578a49d6-ssl-df%22	https://saaslyn-merge-html.netlify.app/profile	./site-copy/saaslyn-merge-html.netlify.app/profile.html	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:39	1938001/1938001	---M--	200	added ('OK')	image/png	etag:%225e6d2fb687165b5ac35898959137c72c-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/footer-5-bg.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images-v2/home-5/footer-5-bg.png	(from https://saaslyn-merge-html.netlify.app/index-6)
13:52:39	40900/40900	---M-Z	200	added ('OK')	text/html	etag:%220350a6cab78c790c6ee6633ebba5d87e-ssl-df%22	https://saaslyn-merge-html.netlify.app/login-v2	./site-copy/saaslyn-merge-html.netlify.app/login-v2.html	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:40	42606/42606	---M-Z	200	added ('OK')	text/html	etag:%22758f6b24747c25b49a0e8474d5f2fec7-ssl-df%22	https://saaslyn-merge-html.netlify.app/register	./site-copy/saaslyn-merge-html.netlify.app/register.html	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:42	47070/47070	---M-Z	200	added ('OK')	text/html	etag:%225d3d4479b7eb1fc7c5880f6bf598c0b4-ssl-df%22	https://saaslyn-merge-html.netlify.app/contact-v2	./site-copy/saaslyn-merge-html.netlify.app/contact-v2.html	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:43	77651/77651	---M-Z	200	added ('OK')	text/html	etag:%22cbcf96e9c9e8530f91587d5d9744f36f-ssl-df%22	https://saaslyn-merge-html.netlify.app/blog-grid	./site-copy/saaslyn-merge-html.netlify.app/blog-grid.html	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:43	68863/68863	---M-Z	200	added ('OK')	text/html	etag:%22fcd481074df71f7501b1e47bf719b865-ssl-df%22	https://saaslyn-merge-html.netlify.app/blog-details-v2	./site-copy/saaslyn-merge-html.netlify.app/blog-details-v2.html	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:44	3044/3044	---M--	200	added ('OK')	image/png	etag:%22acb4bb3e7752f40617e3a008f097580e-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images/profil-avater.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images/profil-avater.png	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:47	232497/232497	---M--	200	added ('OK')	image/png	etag:%2263d29ea4022870fbbaf48b68e02ed4a6-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images/hero/hero-one-i.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images/hero/hero-one-i.png	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:47	174721/174721	---M--	200	added ('OK')	image/png	etag:%22e6628276ab5afdc72ed3778fe6fa54d3-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images/hero/hero-one-ii.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images/hero/hero-one-ii.png	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:48	2124/2124	---M--	200	added ('OK')	image/png	etag:%22f3a6b28a6e07afdd41065ce2fe3f9ddf-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images/nft/avater-smm-two.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images/nft/avater-smm-two.png	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:48	202454/202454	---M--	200	added ('OK')	image/png	etag:%223db191f37f3c18c3a922217891387bac-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images/hero/hero-one-iii.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images/hero/hero-one-iii.png	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:49	929/929	---M--	200	added ('OK')	image/svg+xml	etag:%2277de5bc1ad6450261af40d16a2c15da7-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images/icons/red-heart.svg	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images/icons/red-heart.svg	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:51	45184/45184	---M--	200	added ('OK')	image/png	etag:%2296a9e476e9b060a88fd97d6129672517-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images/nft/tranding-two.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images/nft/tranding-two.png	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:51	1923/1923	---M--	200	added ('OK')	image/png	etag:%2271b474f33ae28a83aa7cb39dfa7e2fe8-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images/nft/avater-sm-two.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images/nft/avater-sm-two.png	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:52	38301/38301	---M-Z	404	error ('Not%20Found')	text/html	etag:1762689755-ssl-df	https://saaslyn-merge-html.netlify.app/collection.html	./site-copy/saaslyn-merge-html.netlify.app/collection.14b.delayed	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:53	2162/2162	---M--	200	added ('OK')	image/png	etag:%220edfed7f258c0277d72ff5b57360d5ca-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images/nft/avater-smm-one.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images/nft/avater-smm-one.png	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:55	33986/33986	---M--	200	added ('OK')	image/png	etag:%22d2d24200aeebfa646a9ba398cb13c6f3-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images/nft/tranding-one.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images/nft/tranding-one.png	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:55	1677/1677	---M--	200	added ('OK')	image/png	etag:%22f664326f5db4fb590de75ec87ac98116-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images/nft/avater-sm-one.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images/nft/avater-sm-one.png	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:56	2133/2133	---M--	200	added ('OK')	image/png	etag:%2266a370b0d348a93a4a3913ed0cb256bd-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images/nft/avater-smm-three.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images/nft/avater-smm-three.png	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:58	26137/26137	---M--	200	added ('OK')	image/png	etag:%22b1485fc9814b37589980322a10ca8c7a-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images/nft/tranding-three.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images/nft/tranding-three.png	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:58	1740/1740	---M--	200	added ('OK')	image/png	etag:%225bd51db8ef78ca82ada5f09188e91ead-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images/nft/avater-sm-three.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images/nft/avater-sm-three.png	(from https://saaslyn-merge-html.netlify.app/index-7)
13:52:59	2162/2162	---M--	200	added ('OK')	image/png	etag:%220edfed7f258c0277d72ff5b57360d5ca-ssl%22	https://saaslyn-merge-html.netlify.app/assets/images/new-images/nft/avater-smm-four.png	./site-copy/saaslyn-merge-html.netlify.app/assets/images/new-images/nft/avater-smm-four.png	(from https://saaslyn-merge-html.netlify.app/index-7)
